gene	avgTPM	avgFPKM
Gm9308	0	0
Gm6806	0	0
Gm13193	0	0
Gm13385	0	0
Gm12015	0	0
Gm11561	0	0
Gm14554	0	0
Gm13560	0	0
Gm15465	0	0
Gm26460	0	0
Rpl17-ps1	0	0
Rpl13-ps1	0.18	0.31
Gm14782	0	0
Gm14150	27.29	46.145
Gm8682	0.075	0.13
Gm14860	0.025	0.04
Gm12956	0	0
Gm5678	0.01	0.015
Gm11953	0.19	0.325
Gm16428	0	0
Gm12175	0	0
Trav4d-2	0	0
Gm13803	0.275	0.45
Gm12880	0	0
Gm14731	0	0
Gm15828	0	0
Gm14716	0	0
Gm15741	0	0
Mif-ps3	0	0
Gm5397	0	0
Gm16106	0.045	0.085
Gm15780	0.025	0.045
Gm12591	0	0
Gm14786	0	0
Gm12982	0.19	0.34
Gm13118	0	0
Gm13612	0.115	0.2
Gm15373	0	0
Gm14519	0	0
Gm14588	0	0
Gm16421	0.005	0.01
Gm12994	0	0
Gm14748	0	0
4930448K20Rik	0.005	0.01
Gm13537	0.06	0.105
Gm13879	0	0
Gm13484	0	0
Gm5759	0	0
Gm16066	0.015	0.025
Gm14053	0	0
Gm14299	0	0
Gm11931	0	0
Gm12021	0	0
Gm7134	0	0
Gm14537	0.255	0.43
Gm15106	0	0
Gm12293	0	0
Gm11746	0	0
Defa-ps9	0	0
Gm13204	0.635	1.09
Gm11362	0.01	0.015
Gm13806	0	0
Gm14674	0	0
Gm13358	0	0
Gm14745	0	0
Gm15730	0.025	0.045
Mup-ps5	0	0
Vmn1r-ps93	0	0
Gm12165	0	0
Gm13263	0	0
Gm15773	0.005	0.01
Gm15367	0	0
Rpl15-ps1	0	0
Gm12598	0	0
Gm11889	0.1	0.17
Gm13009	0	0
Gm12583	0.08	0.13
Gm13525	0.245	0.43
Olfr1186	0	0
Gm13339	0	0
Gm5386	0	0
Gm14607	0	0
Gm12934	0.035	0.06
Cyp4a29-ps1	0	0
Gm15014	0	0
Gm12881	0	0
Olfr1027-ps1	0	0
Gm11383	0	0
Gm6480	0	0
Rpsa-ps9	0.64	1.075
Gm5844	1.81	3.07
Gm11982	0	0
Gm12041	0	0
Gm12379	0	0
Gm11557	0.025	0.04
Gm14323	0.45	0.765
Ccl19-ps1	0	0
Gm14083	0	0
Gm7823	0	0
Smt3h1-ps	0	0
Gm14832	0.04	0.07
Gm13736	14.15	23.695
Gm14758	0	0
Gm14119	0	0
Gm8770	0	0
Gm14739	0	0
Gm15240	0	0
Gm11440	0.14	0.245
Defa-ps16	0	0
Gm12641	0	0
Gm13864	0.05	0.085
Gm6939	0.02	0.03
Gm11462	0	0
Gm13135	2.24	3.81
Gm8172	0.205	0.35
Gm5863	0.03	0.05
Gm12785	0	0
Gm6067	0	0
Gm13462	0	0
Gm13586	0.155	0.27
Cyp2j8	0	0
Gm14811	0	0
Gm13887	0	0
Gm7658	0.985	1.65
Gm16166	0.02	0.035
Gm15095	0	0
Gm2810	0.395	0.665
Gm14881	0	0
Gm14103	0	0
Gm12850	0.17	0.285
Gm13355	0	0
Gm11540	0	0
Gm12587	0.05	0.08
Gm11920	0	0
Gm7834	0	0
Gm13359	0	0
Gm12507	0	0
Gm13217	0.3	0.52
Gm15504	0	0
Gm8036	0	0
Naip3	0.005	0.015
Gm15303	0	0
Gm12731	0	0
Gm6884	0.03	0.05
Gm15131	0	0
Gm10601	0	0
Gm12465	0	0
Rpl13-ps5	0	0
Gm6754	0	0
Gm14614	0.09	0.15
Gm16082	0	0
Gm14581	0	0
Gm12630	0.075	0.125
Gm15214	0	0
Gm13517	0	0
Gm13672	0	0
Gm15129	0	0
Gm14363	0	0
Gm15056	0	0
Gm11911	0	0
Rpsa-ps11	0	0
Olfr1274-ps	0	0
Polr2k-ps	0.32	0.57
Olfr1149-ps1	0	0
Gm12318	0	0
Gm14042	0	0
Gm11389	0	0
Rps13-ps6	0	0
Gm5903	0.415	0.705
Gm13557	0	0
Gm14052	0	0
Rps10-ps3	0	0
Gm11566	0	0
Gm11848	0	0
Gm15126	0	0
Gm6238	0.22	0.365
Gm13975	0	0
Gm11221	1.09	1.83
Gm15678	0	0
Gm13250	0.01	0.02
Gm13413	0.1	0.18
Gm12392	0	0
Gm15715	0.1	0.185
Gm13623	0.025	0.05
Gm12053	0	0
Gm1335	0.03	0.05
Gm14687	0	0
Gm12816	0.06	0.1
Fam220a	3.985	6.725
Gm12978	0	0
Gm11764	0	0
Gm16518	0	0
Gm12618	0.06	0.105
Gm12163	0	0
Gm13555	0	0
Gm6222	0.1	0.17
Gm15331	0	0
Rps15a-ps6	2.55	4.325
Gm11804	0	0
Gm14982	0	0
Gm11829	0	0
Gm6373	0	0
Gm13140	0.31	0.525
Gm13720	0	0
Gm14561	0	0
Gm14910	0	0
Gm8087	0	0
Gm9083	0.02	0.035
Olfr334-ps1	0	0
Gm15959	0	0
Gm14900	0	0
Gm13233	0.195	0.325
Gm11606	0	0
Gmfg-ps	0.15	0.25
Gm11388	0	0
Gm13433	0	0
Gm12416	0.365	0.625
Gm16100	0.275	0.465
Gm14699	0.36	0.645
Gm14082	0	0
Gm14822	3.965	6.76
Gm11242	0	0
Gm12285	0	0
Gm15001	0	0
Gm12986	0	0
Gm14140	0.08	0.135
Gm13356	0	0
Gm14795	0.02	0.035
Olfr268-ps1	0	0
Gm14533	0	0
Gm12191	303.815	518.79
Gm14980	0	0
Gm14882	0	0
Gm7785	0.965	1.625
Gm13195	0	0
Gm12748	0	0
Gm14751	0	0
Gm11800	0.015	0.025
Gm16431	0	0
Gm13350	0.06	0.11
Gm13668	0	0
Gm11845	0	0
Gm14670	0	0
Gm11980	0	0
Gm11408	0	0
Gm14126	0	0
Gm13172	0	0
Amy2b	0	0
Gm11484	0	0
Gm13223	2.565	4.36
Gm15382	0	0
Gm14667	0	0
Gm12765	0	0
Gm15531	0	0
Gm11249	1.88	3.165
Gm14153	0	0
Gm4760	0	0
Gm11736	0.055	0.095
Gm12438	0	0
Gm15385	0	0
Gm4908	0	0
Gm11356	0	0
Gm14494	14.78	25.045
Gm14578	0	0
Gm4732	0	0
Gm6044	0.235	0.395
Gm13430	0	0
Gm6429	0	0
Gm12917	0.885	1.53
Gm12393	0	0
Gm15309	0	0
Gm5303	0.005	0.01
Gm12876	0	0
Gm14073	0	0
Gm14421	2.965	5.045
Gm14620	0	0
Rpl10-ps4	0	0
Gm14790	0.035	0.06
Gm13386	0	0
Gm13410	0.11	0.19
Gm15171	0	0
Gm11609	0	0
Gm14724	0	0
Gm15854	0	0
Gm6341	0.145	0.26
Gm15578	0	0
Fthl17-ps2	0.41	0.71
Vmn1r-ps126	0	0
Gm14109	0	0
Gm15189	0	0
Gm12723	0.025	0.04
Gm12210	0	0
Gm14560	0	0
Gm11504	0	0
Gm15170	0	0
Gm11792	0	0
Cyp4a29	0	0
Gm12418	0.265	0.44
Gm5073	0	0
Gm15752	0	0
Gm12288	0	0
Gm13424	0	0
Gm14334	0	0
Gm12579	0.03	0.055
Olfr1103-ps1	0	0
Gm11380	0.025	0.04
Gm11852	0	0
Gm4913	0	0
Apc-ps1	0.295	0.505
Gm12459	0	0
Gm11892	0	0
Gm11866	0	0
Gm12201	0	0
Gm13511	0.35	0.605
Gm14655	0	0
Gm12180	0	0
Gm15967	0	0
Gm11427	0.25	0.41
Gm4917	0	0
Gm11429	0	0
Gm11344	0	0
Gm8648	0	0
Vmn1r-ps97	0	0
Gm14201	0	0
Gm6580	0.08	0.13
Gm14405	0	0
Gm12321	0	0
Gm13409	0	0
Gm13064	0	0
Gm7190	0	0
Gm12206	0	0
D11Bhm181e	0.1	0.185
Gm7820	0	0
Gm12187	0	0
Gm12693	2.15	3.64
Gm15007	0.035	0.06
Gm13903	0	0
Gm13828	0	0
Gm15575	0	0
Olfr1146-ps1	0	0
Gm11805	0.06	0.105
Olfr404-ps1	0	0
Cyp4a30-ps	0.03	0.05
Gm15571	0.03	0.045
4930595D18Rik	0.01	0.02
Gm13567	0	0
Gm15272	0	0
Gm13581	0	0
Gm9432	0.01	0.02
Gm15066	0.04	0.065
Gm12080	0	0
Gm12388	0	0
Gm11421	0	0
Gm13788	0	0
Gm7821	0	0
Gm11338	0.005	0.01
Gm14780	0.205	0.35
Gm11522	0	0
Gm11969	0.5	0.85
Gm14869	0.04	0.06
Gm13737	0	0
Gm12274	0	0
Gm14875	0	0
Gm11912	0	0
Rbmx2-ps	0.01	0.015
Hbb-bh3	0	0
Gm16425	0.11	0.19
Gm11410	0	0
Gm12919	0.015	0.025
Gm14528	0	0
Gm12427	0	0
Gm15016	0.125	0.225
Gm11255	0	0
Gm15215	0	0
Gm7831	0	0
Gm11546	0	0
Gm11779	0	0
Gm11862	0	0
Gm14158	0	0
Gm15096	0	0
Gm11796	0	0
Gm13406	0	0
Gm12262	0	0
Gm13246	0	0
Gm7222	0	0
Gm11698	0	0
Hspe1-ps4	0	0
Mup-ps1	0	0
Gm13453	0.775	1.285
Gm13259	0.045	0.075
Gm15659	0	0
Gm14668	0	0
Gm15180	0	0
Gm11185	0.025	0.04
Gm11839	2.155	3.705
Gm6574	0	0
Gm14623	0	0
Gm5403	0.02	0.03
Gm15300	0	0
Gm13210	0	0
Gm7108	0.005	0.005
Gm15116	0	0
Gm12738	0	0
Kars-ps1	0	0
Gm15568	0	0
Gm5939	0.35	0.605
Gm13460	0.27	0.465
Gm7816	0.455	0.755
Gm14470	0	0
Gm14874	0	0
Gm11461	0	0
Olfr1127-ps1	0.01	0.015
Gm11511	0.4	0.675
Gm13254	0	0
Gm13498	0.09	0.16
Gm12384	0	0
Gm12550	0	0
Zcchc9-ps	0	0
Gm4993	0	0
Gm13551	0	0
Gm15376	0	0
Gm14589	0	0
Pex13-ps	0	0
Gm11838	0	0
Gm13332	0	0
Ctsf	9.235	15.93
Gm15361	0.495	0.825
Gm13688	0.015	0.025
Gm15815	0	0
Gm13502	1.405	2.365
Csnk2a1-ps	0.005	0.01
Gm8812	0	0
Gm15030	0	0
Gm13679	0	0
Gm12010	0	0
Mup-ps28	0	0
Gm14957	0	0
Gm12638	0	0
Vmn1r-ps114	0	0
Gm12085	0	0
Gm12332	0	0
Gm12309	0	0
Gm12110	0	0
Mup-ps15	0	0
Gm13315	0.045	0.08
Gm13868	0.34	0.575
AA414768	0.625	1.045
Gm15926	0	0
Gm5760	0	0
Gm5643	0.04	0.07
Olfr1374-ps1	0	0
Gm11742	0	0
Gm11871	0	0
Gm15185	0	0
Gm14402	0.535	0.895
Gm15192	0	0
Gm11284	0.015	0.02
Gm13935	0	0
Gm14931	0	0
Gm14997	0	0
Gm14121	0.52	0.88
Rpl38-ps1	0.11	0.2
Vcp-rs	2.56	4.285
Gm11826	0.405	0.69
Gm14220	0	0
Gm11859	0	0
Gm12400	0	0
Gm7599	0.09	0.16
Magea7-ps	0.01	0.015
Gm13579	0	0
Gm13397	0	0
Olfr1332-ps1	0	0
Gm11539	0.265	0.455
Gm12475	0.115	0.205
Gm11693	0.095	0.165
Gm13156	0	0
Gm14238	0	0
Gm14237	0	0
Gm14666	0.04	0.065
Gm7363	0.03	0.045
Gm6491	0	0
Gm8260	0	0
Gm13913	0	0
Vmn1r-ps99	0	0
Gm9060	0	0
Gm15783	0	0
Gm14907	0	0
Gm12540	0.085	0.14
Gm11581	0.02	0.035
Gm11708	0	0
Olfr1004-ps1	0	0
Gm12656	0.015	0.025
Olfr360	0	0
Gm8606	0	0
Gm12237	0	0
Llph-ps2	23.095	38.875
Gm12895	0	0
Gm14887	0	0
Gm8806	0.365	0.61
Gm13214	0	0
Gm15332	0	0
Gm11422	0	0
Gm11235	0.075	0.13
Gm13392	0	0
Gm11449	0	0
Gm15057	0.035	0.06
Gm11882	0	0
Gm12653	0	0
Gm13196	0.215	0.355
Gm4919	0.015	0.025
Ndufb4c	61.22	104.595
Scgb2b22-ps	0	0
Gm6433	0.215	0.365
Olfr595-ps1	0	0
Gm12813	0	0
Gm11411	0	0
Gm15426	0	0
Gm11860	0	0
Gm11550	0	0
Gm13681	0	0
Gm13121	0	0
Gm14148	0.015	0.025
Gm6335	0.005	0.01
Gm15194	0	0
Gm11703	0.26	0.425
Gm11203	0	0
Gm15542	3.615	6.045
Gm5466	0.185	0.32
Gm13458	0	0
Gm15033	0	0
Gm13506	0	0
Gm14394	0	0
Gm13041	0	0
Gm13019	0	0
Gm15725	7.1	12.23
Gm8410	0.03	0.05
Gm13176	0	0
Gm11340	0	0
Gm14300	0.035	0.055
Rpl30-ps10	0	0
Gm12268	0.095	0.16
Vmn1r-ps110	0	0
Gm14840	0	0
Gm15378	0	0
Olfr269-ps1	0	0
Olfr1035-ps1	0	0
Gm14485	0	0
Gm15665	0.01	0.015
Gm14776	0.01	0.015
Gm15604	0	0
Gm13221	0	0
Rpl35a-ps4	1.875	3.185
Gm13992	0	0
Gm12007	0	0
Gm14591	0	0
Gm15198	0	0
Gm13006	0	0
Gm13437	0	0
Gm14878	0	0
Gm12760	0.02	0.035
Gm15824	0	0
Gm11471	0	0
Gm15187	0	0
Gm5402	0.005	0.01
Gm14491	0	0
Rpl7a-ps12	0	0
Gm15329	0	0
Gm15519	0.165	0.28
Gm14768	0	0
Gm15038	0	0
Gm12826	0	0
Gm11904	0	0
Gm8749	0	0
Gm13487	0.27	0.465
Gm14619	0	0
Gm11445	0	0
Gm14905	0	0
Gm13338	0	0
Gm13226	0.14	0.24
Gm15037	0	0
Gm13108	0.06	0.105
Cyp4b1-ps2	0	0
Gm5510	0.06	0.105
Gm12182	0.125	0.215
Gm12935	0	0
Gm12501	0.07	0.125
Gm4909	0	0
Gm11652	0.16	0.275
Gm15225	0	0
Gm15840	0.02	0.03
Gm9431	0	0
Gm14281	0.05	0.08
Nsa2-ps2	0	0
Gm12118	0.07	0.12
Gm13491	0.18	0.29
Gm13207	0.02	0.04
Gm15267	0.025	0.035
Gm9440	0	0
Gm5555	0.24	0.41
Gm15375	0	0
Rps8-ps2	0.155	0.255
Gm14706	0.07	0.115
Gm14044	0.175	0.305
Gm14574	0	0
Gm12308	0	0
Gm14521	0	0
Gm13888	0	0
Gm8534	0	0
Gm11784	0.615	1.025
Gm14940	0	0
Gm12423	0	0
Gm14515	0	0
Gm15044	0	0
Gm12873	0	0
Gm13877	0	0
Gm11263	0.165	0.28
Gm14172	0.015	0.025
Gm14609	0	0
Gm15470	0.08	0.14
Gm12255	0	0
Gm14861	0.75	1.295
Gm13407	0	0
Gm7541	0.245	0.42
Gm12842	0.02	0.035
Gm6027	0	0
Defa-ps4	0	0
Gm13478	0	0
Gm12749	0.005	0.01
Olfr647-ps1	0	0
Gm11881	0	0
Gm14577	0	0
Gm15196	0	0
Gm14998	0	0
Gm9429	0.1	0.175
Gm13674	0	0
Gm6418	0	0
Gm15321	0	0
Mup-ps21	0	0
Gm12001	0	0
Gm13432	0.085	0.135
Gm13867	0	0
Gm13450	0	0
H2-M6-ps	6.93	11.99
Gm14381	0	0
Gm15808	0.12	0.2
Gm14942	0	0
Gm16016	0	0
Gm12466	0	0
Gm12585	0	0
Olfr1379-ps1	0	0
Gm14663	0	0
Oat-rs1	0	0
Gm13320	0	0
Tpt1-ps1	0	0
Gm13321	0	0
Gm11514	0	0
Gm11227	0	0
Gm13729	0	0
Gm14516	0	0
Gm11989	0.03	0.05
Gm6645	0.015	0.025
Gm12035	0.045	0.075
Gm9043	0	0
Gm6877	0.335	0.555
Gm12896	0	0
Gm14939	0.025	0.04
Gm5942	0	0
Gm13234	0	0
Gm13340	0.425	0.72
Gm11929	0	0
Gm11941	0.015	0.025
Gm14711	0	0
Gm11451	0.62	1.045
Gm12770	0	0
Gm13666	0.21	0.375
Gm14671	0	0
Gm11849	0	0
Gm7312	0	0
Gm15709	0	0
Gm16411	0.325	0.545
Gm12432	0	0
Gm15538	0.67	1.175
Rpsa-ps3	0.01	0.015
Gm14186	0	0
Gm15393	0	0
Gm15394	0	0
Gm15885	0.06	0.1
Gm8688	0	0
Gm14741	0	0
Gm8051	0	0
Gm13916	0	0
Gm13614	0	0
Gm13722	0	0
Gm9200	0.075	0.125
Rpl21-ps15	0	0
Gm14805	0	0
Gm14579	0	0
Gm12821	0	0
Gm12028	0	0
Gm14911	0	0
Gm14810	0	0
Gm14893	0	0
Gm15916	0.02	0.03
Gm12640	0	0
Gm14863	0.045	0.075
Gm16007	0	0
Oaz2-ps	0.21	0.355
Gm8832	0	0
Pou2f3-rs1	0.01	0.01
Gm12795	0.035	0.06
Gm12878	0	0
H2afb3	0	0
Gm5390	0	0
Gm11771	0	0
Gm14414	0.34	0.615
Gm15529	0.23	0.39
Gm14586	20.305	34.325
Gm15570	0	0
Gm7224	0.24	0.415
Gm12469	0	0
Gm15188	0	0
Gm4459	1.84	3.08
Gm12502	0.05	0.08
Gm2030	0	0
Gm11262	0	0
Gm15602	0	0
Gm13366	0	0
Gm11786	0	0
Gm13312	0.02	0.04
Gm11480	0	0
Gm15175	0	0
Gm14754	0	0
Gm8876	0	0
Gm9225	0	0
Gm13148	1.05	1.815
Gm13876	0	0
Gm12787	0	0
Gm14086	0	0
Gm6088	0.02	0.04
Gm14229	0.01	0.015
Rasl2-9	0.06	0.105
Gm13357	0.54	0.92
Gm11524	0	0
Gm11384	0	0
Gm11875	0	0
Gm12099	0.045	0.075
Gm12245	9.365	15.95
Gm15798	0.05	0.09
Gm11258	0	0
Gm11853	0	0
Gm11473	0	0
Gm12152	0	0
Gm14903	0	0
Gm11433	0	0
Gm14575	0	0
Gm12358	0	0
Gm11334	0	0
Gm5648	0.645	1.105
Gm10169	10.06	17.22
Gm6829	2.835	4.765
Gm14304	0	0
Kpna2-ps	0.49	0.83
Vmn1r-ps111	0.08	0.135
Zfp133-ps	0.215	0.37
Gm11367	0	0
Gm11699	0	0
Gm12989	0.78	1.31
Gm12892	0.525	0.895
Gm9119	0	0
Gm6640	0	0
Pcna-ps1	0	0
Gm6539	0	0
Gm14034	0	0
Gm12412	0	0
Gm13504	0.035	0.055
Gm15154	0	0
Gm13743	0.035	0.06
Gm14094	0	0
Gm14465	0	0
Gm9575	0.11	0.18
Gm11971	0	0
Rnf138rt1	0.01	0.02
Gm13914	0	0
Gm12687	0	0
Gm14932	0	0
Gm2986	0.055	0.105
Gm4912	0	0
Gm14428	0	0
Gm13153	0.025	0.045
Gm8624	0.025	0.04
Olfr1118	0	0
Gm13592	0	0
Gm13123	5.85	10.015
Gm14688	0	0
Gm15078	0	0
Gm3931	0	0
Gm5883	0	0
Fthl17-ps1	0	0
Gm14202	0	0
Gm13436	18.27	30.81
Gm13865	0	0
Ccnb2-ps	0.185	0.32
Gm15161	0	0
Gm12901	0	0
Gm7700	0	0
Adgrd2-ps	0.13	0.23
Rpl23a-ps14	0.025	0.04
Gm11865	0	0
Gm13854	0.02	0.03
Sh3d2c-ps1	0	0
Gm16202	0.105	0.175
Gm14197	0.03	0.05
Gm13035	0.235	0.4
Gm16209	0.075	0.13
Gm12495	0	0
Gm6039	0.06	0.105
Prdx6-ps2	0	0
Gm14592	0	0
Gm11456	0	0
Gm15297	0	0
Vmn1r-ps3	0	0
Gm12421	0.57	0.99
Gm14824	0.08	0.135
Gm13543	0.03	0.055
Gm14727	0	0
Gm11662	0.02	0.035
Gm13100	0	0
Gm14108	0	0
Gm14534	0	0
Gm12014	0.005	0.01
Gm12814	0	0
Gm7803	0.15	0.255
Gm14559	0	0
Rps15a-ps4	0.58	1.02
Gm14524	0	0
Pgam1-ps1	0.02	0.04
Gm9050	0.64	1.085
Gm11516	0	0
Gm15335	0	0
Gm11405	0.045	0.075
Gm15362	0.03	0.05
Gm11689	0	0
Gm15988	0	0
Gm15566	0	0
Gm13394	1.34	2.32
Gm7180	0.42	0.69
Gm14837	0	0
Gm13473	0	0
Gm13361	0.005	0.01
Gm15094	0	0
Gm14775	0	0
Gm12728	0	0
Gm14842	0	0
Gm11660	0	0
Gm12739	0	0
Gm14729	0	0
Gm11888	0	0
Rps18-ps2	0	0
Gm11644	0	0
Gm6092	0	0
Gm12721	0	0
Rpl12-ps2	0	0
Gm14274	0	0
Gm16123	0	0
Gm15670	0	0
Gm13369	0	0
Gm14584	0.73	1.235
Cyp2j7-ps2	0	0
Gm12455	0.26	0.435
Gm13676	0	0
Gm14848	0	0
Gm12131	0	0
Gm13466	0.01	0.015
Gm3828	0.205	0.34
Gm15110	0	0
Gm14713	0	0
Gm13071	0.595	1.045
Gm5054	0	0
Gm15502	0.25	0.445
Gm5133	0.01	0.02
Gm13435	0	0
Gm13033	0.105	0.175
Gm14400	0.1	0.17
Gm14908	0	0
Gm11977	0.07	0.12
Ndufs6b	0.11	0.175
Gm14631	0	0
Hmgb1-ps5	0.02	0.03
Amd-ps1	0	0
Olfr1376-ps1	0	0
Gm13039	0.02	0.035
Gm15712	0.105	0.18
Gm15006	0	0
Gm2199	0.1	0.175
Gm8839	0	0
Gm14248	0	0
Gm13771	0.08	0.14
Gm13841	118.89	202.06
Gm12577	0.4	0.675
Gm11898	0	0
Ldha-ps2	0.395	0.675
Gm14427	0	0
Gm11957	0.01	0.02
Gm14765	0	0
Gm1947	0.025	0.045
Gm12485	0	0
Gm7071	0	0
Ube2d-ps	2.4	4.09
Gm14571	0	0
Gm13797	0	0
Xlr3d-ps	0	0
Gm7309	0	0
Gm13477	0.015	0.025
Gm12365	0	0
Gm13007	0	0
Gm15696	0.5	0.87
Dnajc19-ps	0.84	1.4
Olfr1175-ps	0	0
Gm13886	0.06	0.1
Gm12584	0	0
Gm14979	0	0
Gm12003	0.015	0.025
Gm13313	0.035	0.06
Gm9599	0	0
Gm13341	0.86	1.465
Gm13719	0	0
Gm13472	0	0
Gm12893	0	0
Gm12477	0	0
Gm12442	0	0
Gm11761	0	0
Gm16479	0.01	0.015
Gm11928	0	0
Vmn1r-ps92	0	0
Gm7494	0	0
Gm13831	0.045	0.08
Gm11439	0.385	0.68
Gm14740	0	0
Gm12034	0	0
Gm14038	0.195	0.33
Hspe1-ps6	0	0
Gm11369	0	0
Gm15388	0	0
Gm13213	0	0
Olfr409-ps1	0	0
Gm11930	0.22	0.36
Gm12441	0	0
E530001F21Rik	0.02	0.035
Gm15703	0.045	0.075
Gm1848	0.115	0.2
Gm13347	0	0
Gm11489	0.915	1.55
Gm12074	0	0
Scgb2b23-ps	0	0
Gm14843	0.13	0.21
Gm7340	0.025	0.04
Gm12346	8.23	13.85
Gm13294	0.02	0.03
Gm12885	0	0
Gm15975	0.52	0.87
Gm5405	0	0
Gm12805	0	0
Gm15355	0	0
Gm15186	0.86	1.48
Plk-ps1	0.205	0.355
Gm6447	0	0
Gm15842	0.44	0.76
Gm13604	0.02	0.035
Gm4342	0.035	0.055
Gm5391	0	0
Gm14219	0.05	0.09
Rps18-ps1	0.295	0.505
Gm13932	0	0
Gm15476	0	0
Gm12093	0.05	0.09
Gm14352	0	0
Tpi-rs8	0	0
Gm14987	0.05	0.085
Gm15750	0	0
Gm3835	0.03	0.045
Gm649	0	0
Gm12304	0	0
Gm12012	0	0
Gm14783	0	0
Gm14749	0.1	0.165
Gm4991	0	0
Gm10600	0	0
Gm13042	0	0
Gm14518	0	0
Gm11438	0	0
Gm15515	0	0
Gm12368	0	0
Gm12294	0.225	0.365
Gm14829	0.055	0.09
Cct3-ps1	0	0
Gm12448	0	0
Gm14451	0.01	0.015
Gm11298	0	0
Gm12889	0	0
Scgb1b26-ps	0	0
Gm11483	0	0
Gm14733	0	0
Gm15242	0	0
Gm11359	0	0
Olfr122	0	0
Gm7158	0	0
Gm12897	0	0
Gm14466	0	0
Gm13786	0.865	1.48
Gm14049	0.255	0.45
Gm12179	0	0
Gm14785	0	0
Gm12361	0.005	0.015
Gm12742	0	0
Gm12601	0	0
Gm4918	0	0
Gm13725	0	0
Gm15707	0	0
Gm15203	0	0
Gm14122	0.27	0.46
Gm13482	0	0
Gm15115	0	0
Olfr1050-ps1	0	0
Gm15081	0	0
Gm5943	0.02	0.04
Gm14802	0	0
Gm13459	0.015	0.025
Gm16053	0	0
Gm14215	0	0
Gm13664	0.07	0.125
Mageb8-ps	0.01	0.015
Gm5060	0	0
Gm12527	0.065	0.11
Gm15363	0.015	0.025
Gm14650	0	0
Gm12375	0	0
Gm12468	0	0
Gm12213	0	0
Gm15311	0	0
Rps10-ps4	0.135	0.24
Gm12607	0	0
Gm12101	0.255	0.44
Gm11618	0	0
Gm11478	37.18	63.13
Gm14398	0	0
Gm16465	0	0
Gm12808	0	0
Gm11649	0	0
Gm12920	0	0
Prdx2-rs3	0	0
Gm7790	0	0
Gm14653	0	0
Gm15113	0	0
Gm12047	0.01	0.015
Gm14245	0	0
Gm9003	0	0
Rhox7-ps1	0.06	0.105
Gm13302	0	0
Gm12969	0	0
Gm11956	0.02	0.035
Gm14270	1.19	1.985
Gm7209	0	0
Gm14175	0	0
Rpl21-ps9	0	0
Gm11895	0	0
Gm8754	0	0
Wsb2-ps	0.025	0.045
Gm5832	0	0
Gm16459	0.125	0.21
Gm15937	0.23	0.4
Gm6276	0.14	0.235
Gm11259	0	0
Gm12376	0	0
Gm13983	0	0
Gm8855	0.01	0.015
Gm16423	0	0
Gm7416	0	0
Gm12991	0	0
Gm7645	1.205	2.11
Gm12617	0.385	0.66
Gm11295	0.095	0.155
Gm14551	0	0
Gm15312	0	0
Gm13732	0	0
Gm14647	0	0
Gm11997	0	0
Gm11833	0	0
Gm14984	0.01	0.02
Gm12042	0.515	0.865
Gm14439	0.21	0.36
Gm11745	0.225	0.39
Gm14904	0.04	0.065
Gm14945	0	0
Gm12004	0.02	0.04
Rhox3b-ps	0	0
Gm8916	0	0
Gm15263	0	0
Gm13046	0	0
Gm16412	0	0
Gm4996	0	0
Gm5934	0	0
Gm12079	0.085	0.155
Gm15159	0.01	0.02
Xlr4d-ps	0	0
Gm14269	1.28	2.135
Gm11573	0	0
Gm12306	0.975	1.58
Gm6591	0	0
Gm13378	3.17	5.39
Gm11285	0	0
Gm11910	0	0
Gm8310	0.005	0.01
Gm14600	0	0
Gm11952	0	0
Olfr349-ps1	0	0
Gm11631	0	0
Gm15227	0	0
Gm12057	0.08	0.135
Gm12872	0	0
Gm15782	0.2	0.355
Gm16140	0.01	0.02
Gm5761	0	0
Gm13650	0.12	0.205
Gm12941	0	0
Gm14099	0.015	0.025
Gm11245	0	0
Gm5843	0	0
Gm16418	0	0
Gm13961	0.005	0.015
Gm11834	0	0
Vmn1r-ps135	0	0
Gm14922	0	0
Gm13422	0.135	0.225
Gm12929	0.5	0.855
Gm17014	0	0
Sult2a-ps3	0	0
Gm14629	0	0
Gm13578	0	0
Gm13252	0.08	0.14
Gm6136	15.61	26.19
Gm13700	0	0
Gm15794	0	0
Gm4992	0	0
Gm15710	0.35	0.595
Gm15112	0	0
Gm14277	0.2	0.33
Gm8421	0	0
Gm13566	0	0
Gm12460	0	0
Olfr1063-ps1	0	0
Gm14989	0	0
Gm12351	0	0
Gm11624	0.01	0.01
Gm13106	0.095	0.165
Gm13588	0	0
Gm8757	0	0
Gm15844	0	0
Gm13169	1.53	2.61
Esrp2	3.43	5.925
Hmgb1-ps1	0.015	0.025
Gm11704	0	0
Rpl3-ps2	0.155	0.265
Gm15982	0.32	0.55
Gm12856	0.515	0.875
Gm13930	0	0
Pom121l12	0	0
Vmn1r207-ps	0	0
Gm9085	0.115	0.195
Gm14915	0	0
Gm12322	0	0
Gm14000	0	0
Gm9103	0.19	0.32
Gm13400	0	0
Gm12516	0.055	0.1
Gm12263	1.055	1.79
Gm12104	0.065	0.11
Gm15075	0	0
Gm12380	0	0
Gm12944	0.12	0.215
Gm14395	0	0
Gm11577	0	0
Gm11617	0	0
Gm12186	0	0
Gm15644	0.085	0.15
Gm7113	0	0
Gm15576	0.02	0.03
Gm14652	0	0
Gm12696	7.45	12.64
